"id","type","mass","i:0","i:1","i:2","v:0","v:1","v:2","f:0","f:1","f:2","radius","Points:0","Points:1","Points:2"
137,1,0.054297,0,0,0,1.1437e-12,3.4355e-13,2.0646e-13,-2.0464e-12,1.6053e-10,-9.7316e-11,0.00756,0.046116,0.061423,0.025233
183,1,0.032024,0,0,0,1.5024e-12,2.1863e-13,-1.3901e-12,-3.9108e-11,2.6375e-11,1.2824e-10,0.00634,0.070911,0.068751,0.021623
199,1,0.028523,0,0,0,7.0948e-13,1.2189e-13,-6.036e-13,-4.6384e-11,-5.1386e-11,-6.0027e-11,0.0061,0.078635,0.063146,0.013901
147,1,0.042551,0,0,0,7.2408e-13,1.1611e-13,-8.7612e-13,6.9747e-11,1.8986e-10,1.4643e-10,0.00697,0.081891,0.063507,0.025488
202,1,0.027966,0,0,0,6.4491e-13,1.4852e-13,-5.1553e-13,9.2768e-11,1.7417e-10,3.3197e-11,0.00606,0.086806,0.070345,0.017013
239,1,0.020008,0,0,0,6.4106e-13,-2.4626e-13,-2.2163e-13,-4.7294e-11,3.439e-11,-5.2296e-11,0.00542,0.095019,0.06414,0.02186
233,1,0.020793,0,0,0,1.1981e-13,-1.1808e-13,6.5636e-14,-3.7517e-12,-2.1508e-11,-1.9696e-11,0.00549,0.0053185,0.077942,0.014985
210,1,0.026604,0,0,0,2.6077e-13,-6.3625e-14,1.8735e-13,7.3669e-11,-2.7285e-12,7.6398e-11,0.00596,0.012355,0.084547,0.019938
171,1,0.034035,0,0,0,3.5538e-13,8.8463e-14,1.6865e-13,-2.5352e-11,5.4911e-11,2.683e-11,0.00647,0.012769,0.073289,0.023834
205,1,0.027553,0,0,0,2.0399e-13,1.5044e-13,2.143e-13,2.9598e-11,7.72e-12,-2.7285e-11,0.00603,0.016568,0.07604,0.013028
153,1,0.03882,0,0,0,5.2965e-13,-6.2863e-14,-7.637e-15,9.0949e-13,3.7289e-11,-7.276e-12,0.00676,0.022828,0.080618,0.023154
30,1,0.035475,0,0,0,3.2265e-13,-3.7104e-14,8.4047e-16,2.2737e-12,3.1832e-11,3.9108e-11,0.00656,0.02908,0.076175,0.013579
34,1,0.03451,0,0,0,3.2489e-13,-6.3991e-13,-1.8775e-13,1.3256e-10,1.0732e-10,-1.2733e-11,0.0065,0.039962,0.074945,0.01853
142,1,0.04769,0,0,0,6.6326e-13,-1.649e-13,-5.7537e-13,-1.0368e-10,-2.6375e-11,-1.819e-11,0.00724,0.052335,0.073621,0.022177
254,1,0.015897,0,0,0,1.5642e-13,-5.697e-13,3.73e-14,-3.4106e-11,-8.913e-11,4.6384e-11,0.00502,0.046258,0.083412,0.021561
28,1,0.035637,0,0,0,6.9217e-13,6.5125e-13,-3.114e-13,7.4579e-11,6.4574e-11,1.3824e-10,0.00657,0.062993,0.074321,0.01398
194,1,0.029373,0,0,0,2.3143e-13,7.3984e-13,3.9648e-13,-3.0468e-11,-1.5143e-10,-2.683e-11,0.00616,0.057557,0.084449,0.018315
191,1,0.03024,0,0,0,8.7886e-13,7.2443e-13,-8.665e-13,-1.055e-10,-6.5484e-11,-4.8203e-11,0.00622,0.06775,0.081494,0.022013
59,1,0.028805,0,0,0,6.9672e-13,4.4645e-13,-6.0684e-13,9.6406e-11,9.2314e-11,7.3214e-11,0.00612,0.076871,0.074277,0.013489
236,1,0.020342,0,0,0,7.1299e-13,4.7402e-13,-5.9883e-13,1.5357e-10,-2.1576e-11,-3.1832e-12,0.00545,0.07522,0.0852,0.015366
237,1,0.020342,0,0,0,6.5434e-13,6.3876e-13,-4.9278e-13,-1.7189e-10,-2.392e-10,-4.6384e-11,0.00545,0.083531,0.080824,0.018406
7,1,0.04769,0,0,0,6.6916e-13,4.6342e-13,-2.2474e-13,-2.4193e-10,5.5024e-11,4.0927e-12,0.00724,0.094045,0.083487,0.015693
220,1,0.024015,0,0,0,6.068e-13,2.0013e-13,-8.5608e-14,-4.3656e-11,8.1855e-12,9.5497e-12,0.00576,0.094894,0.074715,0.02362
247,1,0.018288,0,0,0,1.2651e-13,-1.5042e-13,8.3344e-14,-1.4552e-11,-3.638e-12,-1.1369e-11,0.00526,0.0039678,0.08854,0.015071
243,1,0.019788,0,0,0,1.5426e-13,-2.486e-13,1.4714e-13,2.2169e-12,-7.276e-12,6.3665e-12,0.0054,0.0057635,0.095308,0.022033
255,1,0.015897,0,0,0,1.8248e-13,-1.6185e-13,1.3742e-13,9.0949e-12,-2.0634e-11,9.3934e-12,0.00502,0.0043133,0.08622,0.025711
225,1,0.022545,0,0,0,2.482e-13,-2.9197e-13,1.7431e-13,2.9331e-11,-2.2737e-11,1.0573e-11,0.00564,0.016331,0.094951,0.020737
155,1,0.037964,0,0,0,5.3856e-13,-5.5124e-13,4.715e-13,-2.9218e-11,5.457e-11,-1.9327e-11,0.00671,0.027101,0.094096,0.024132
162,1,0.036623,0,0,0,4.8156e-13,-4.9072e-13,5.0447e-13,3.0241e-11,-7.0031e-11,3.638e-11,0.00663,0.034572,0.085469,0.019232
173,1,0.033877,0,0,0,4.516e-13,-1.8606e-13,1.247e-12,-4.6384e-11,2.3078e-11,-2.2374e-10,0.00646,0.045277,0.092565,0.016387
180,1,0.032634,0,0,0,1.0794e-12,-6.8989e-13,1.7251e-12,-6.662e-11,1.9099e-10,-3.53e-11,0.00638,0.054347,0.094535,0.023379
72,1,0.027279,0,0,0,2.5496e-14,4.8214e-13,1.2401e-13,-1.8417e-11,6.8212e-11,-3.1832e-11,0.00601,0.060556,0.094782,0.013673
204,1,0.02769,0,0,0,6.9383e-13,5.2542e-13,1.413e-13,-8.8676e-11,6.1391e-11,1.3142e-10,0.00604,0.06981,0.093857,0.019646
132,1,0.070819,0,0,0,7.0579e-13,3.6071e-13,-2.7408e-13,-7.9787e-11,7.8103e-11,1.0132e-11,0.00826,0.082251,0.091925,0.024986
63,1,0.028383,0,0,0,4.2906e-13,5.7806e-13,-1.3707e-13,1.5802e-11,-1.819e-12,-4.7783e-11,0.00609,0.089269,0.09481,0.01434
253,1,0.015897,0,0,0,3.716e-13,3.4724e-13,-1.2633e-13,-3.3651e-11,2.7285e-12,-1.4666e-11,0.00502,0.095529,0.095504,0.02264
139,1,0.050101,0,0,0,7.0751e-14,2.3743e-13,1.482e-13,2.6375e-11,1.1369e-12,-2.0918e-11,0.00736,0.0065324,0.013485,0.028912
293,1,0.035475,0,0,0,7.1471e-15,1.4641e-13,1.7801e-13,1.1468e-11,5.457e-12,-9.0949e-12,0.00656,0.011581,0.0056782,0.037655
175,1,0.03372,0,0,0,1.0378e-13,2.1877e-13,7.4434e-14,3.638e-12,2.9104e-11,2.3192e-11,0.00645,0.022085,0.0054074,0.030493
361,1,0.019678,0,0,0,-1.8219e-13,3.0149e-13,1.6318e-13,-1.2079e-12,2.1828e-11,2.0464e-11,0.00539,0.03482,0.0050204,0.035627
280,1,0.039165,0,0,0,3.6e-13,2.3319e-13,5.405e-13,1.0603e-10,1.9895e-11,-3.3907e-11,0.00678,0.046174,0.0066112,0.029009
359,1,0.019678,0,0,0,3.4332e-13,4.9089e-13,1.178e-12,1.6257e-11,-4.4906e-11,7.276e-12,0.00539,0.05476,0.013274,0.033158
136,1,0.054297,0,0,0,1.4482e-12,-1.1546e-12,-1.1583e-12,-4.7976e-11,6.7303e-11,1.6917e-10,0.00756,0.06927,0.0077063,0.035126
177,1,0.033407,0,0,0,-1.8251e-13,1.9715e-14,-4.2595e-13,6.6166e-11,-1.0914e-11,-6.5882e-11,0.00643,0.083867,0.0054633,0.031254
248,1,0.018184,0,0,0,6.3417e-13,-2.4757e-13,-3.1231e-13,4.3656e-11,-7.0486e-11,2.1203e-11,0.00525,0.095803,0.011489,0.034753
206,1,0.027416,0,0,0,9.2276e-14,1.7886e-13,1.5103e-13,-4.1837e-11,-4.8658e-11,-1.0459e-11,0.00602,0.0047084,0.026069,0.026453
172,1,0.034035,0,0,0,1.583e-13,3.8839e-13,1.5396e-13,-2.7285e-11,-5.6843e-13,2.7285e-12,0.00647,0.0052972,0.022856,0.037703
218,1,0.024266,0,0,0,9.0518e-14,5.1374e-13,1.8425e-13,6.7985e-11,-6.9122e-11,-4.8203e-11,0.00578,0.014459,0.022867,0.030872
382,1,0.016572,0,0,0,1.6925e-13,3.1988e-13,1.6804e-13,-2.197e-11,3.7101e-11,2.5921e-11,0.00509,0.020084,0.015331,0.034365
340,1,0.02414,0,0,0,1.6481e-13,8.9755e-13,3.5173e-13,5.1159e-11,1.819e-11,7.185e-11,0.00577,0.023562,0.025835,0.035062
159,1,0.03729,0,0,0,2.1379e-13,4.689e-13,1.8175e-13,9.3792e-12,-6.6734e-11,1.0914e-11,0.00667,0.030387,0.015039,0.030403
304,1,0.032328,0,0,0,3.3392e-13,5.5877e-13,3.3168e-13,-8.9813e-11,3.8597e-11,-1.819e-12,0.00636,0.035156,0.026137,0.034241
145,1,0.044409,0,0,0,3.6688e-13,1.9508e-13,5.0759e-13,-1.2153e-10,-4.6384e-11,-1.6371e-11,0.00707,0.045701,0.020553,0.028848
309,1,0.030533,0,0,0,3.5048e-13,6.2496e-13,5.2539e-13,-1.7792e-11,-1.3756e-11,-2.2737e-11,0.00624,0.055146,0.024013,0.036503
228,1,0.021833,0,0,0,6.5337e-13,3.528e-13,-1.9702e-13,1.7508e-11,-1.1369e-11,1.0004e-11,0.00558,0.065275,0.027871,0.033803
214,1,0.024392,0,0,0,7.0305e-13,5.603e-13,-4.111e-13,-1.7508e-11,1.1482e-11,2.8194e-11,0.00579,0.070328,0.019939,0.028546
327,1,0.027416,0,0,0,8.7128e-13,5.8673e-13,-4.4559e-13,-1.1283e-11,2.521e-11,6.8667e-11,0.00602,0.080451,0.019367,0.032152
219,1,0.024266,0,0,0,7.2739e-13,-1.6087e-13,-2.6089e-13,-7.1623e-11,-4.2348e-11,-6.9122e-11,0.00578,0.090832,0.017334,0.028289
241,1,0.019788,0,0,0,-8.2832e-14,5.513e-13,5.4171e-13,-1.1141e-11,-2.3761e-11,-2.6574e-12,0.0054,0.0051071,0.037852,0.030197
384,1,0.016088,0,0,0,1.7182e-13,3.315e-13,8.0693e-14,-4.2064e-11,4.2746e-11,3.2287e-11,0.00504,0.011327,0.031568,0.034741
149,1,0.040568,0,0,0,5.1576e-13,4.8383e-13,5.1142e-13,1.6371e-11,-5.1841e-11,1.5461e-11,0.00686,0.027614,0.033949,0.027003
158,1,0.037458,0,0,0,4.2056e-13,2.9056e-13,4.1567e-13,3.638e-12,-5.0932e-11,3.638e-11,0.00668,0.018011,0.040141,0.03297
362,1,0.019568,0,0,0,1.0417e-12,5.7002e-13,1.0912e-13,-1.5064e-12,5.7071e-11,-1.0914e-11,0.00538,0.042199,0.041066,0.036523
338,1,0.02414,0,0,0,6.0114e-13,4.4505e-13,2.2275e-13,1.1937e-12,-2.6944e-11,-4.2746e-11,0.00577,0.044759,0.032004,0.032459
305,1,0.032024,0,0,0,6.9309e-13,9.7417e-13,-3.0654e-13,-2.683e-11,-3.2799e-11,-6.2755e-11,0.00634,0.0548,0.036219,0.035755
152,1,0.038992,0,0,0,7.1423e-13,3.6478e-13,-2.513e-13,2.4261e-10,-8.6402e-12,-1.1278e-10,0.00677,0.066329,0.039419,0.031778
259,1,0.014425,0,0,0,4.833e-13,3.7722e-13,1.4555e-13,-7.1623e-11,1.6996e-11,-3.7744e-11,0.00486,0.058971,0.031803,0.027362
